category,classification,comments,dec,flux,id,pos_err,ra,ref_flux,simbad_name,src_type,tags,detail_url
Unverified,Unverified,,-54.41727232179188,1.2186531000000001e-11,555334,0.04147100096930662,113.89890487260392,,WXT J073536-542502,source,['known_source'],
Unverified,Unverified,,27.27175394184211,1.2350658000000001e-11,242297,0.053799393781919246,41.228114787170156,,WXT J024455+271618,source,['known_source'],
SNR,SNR,Extended source,-45.83333333333333,2.8793952000000002e-11,42348,0.005098540875002536,128.5,8.27e-12,Vela SNR,source,['known_source'],
Unverified,Unverified,,-67.18695055018841,1.2975734600000002e-11,369214,0.055521047235490215,271.58220875939213,,WXT J180619-671113,source,['known_source'],
Unverified,Unverified,,-8.724042657945217,4.6742484e-12,227001,0.047044047474257465,266.61549761267224,,WXTJ174627-084326,source,['known_source'],
Unverified,Unverified,,-24.594428474392352,1.8839232000000002e-11,227224,0.0521688286961934,290.53076140300396,,WXTJ192207-243539,source,['known_source'],
AGN,Seyfert 1 Galaxy,,-45.67850138,1.58e-12,38082,0.0,69.93699337,1.58e-12,2MASS J04394488-4540425,source,['known_source'],
Unverified,Unverified,,-6.265362607655708,1.440937e-11,268269,0.040732133038873956,62.86088969547892,,WXT J041127-061555,source,['known_source'],
Unverified,Unverified,,-38.35554669472844,1.5638702e-11,371530,0.050146930389320894,300.96512412389364,,WXT J200351-382120,source,['known_source'],
Unverified,Unverified,,64.91640461433686,6.762607000000001e-12,555488,0.04136200011619644,343.43705255321277,,WXT J225345+645459,source,['known_source'],
Unverified,Unverified,,21.306619659631004,1.0629055e-11,334004,0.039521388120005156,153.70217974318584,,WXT J101448+211823,source,['known_source'],
Unverified,Unverified,,0.03087364191504675,1.4121752e-11,257434,0.04907303396951877,123.86189783743608,,WXT J081526+000151,source,['known_source'],
Unverified,Unverified,,87.44307036074669,9.214632000000001e-12,514161,0.04592732159522462,277.7352233687765,,WXT J183056+872635,source,['known_source'],
Unverified,Unverified,,-5.17011948464446,6.982707000000001e-12,371676,0.04291669282965705,299.7482722715297,,WXT J195860-051012,source,['known_source'],
Unverified,Unverified,,-11.30022727652133,1.09478832e-11,236717,0.045728810736004155,301.7566216621243,,WXTJ200702-111800,source,['known_source'],
Cluster of Galaxies,Cluster of Galaxies,,12.5150368,1.9104536e-11,229577,0.03641534115996566,328.9193863,2.14e-11,ACO 2396,source,['known_source'],
Cluster of Galaxies,Cluster of Galaxies,,-17.409444444444446,2.569388e-11,46067,0.005874758091397842,194.2983333333333,2.55e-12,ACO 1644,source,['known_source'],
Unverified,Unverified,,-35.706856285619146,1.3278867200000002e-11,268370,0.05044099271717415,84.25425474678312,,WXT J053701-354225,source,['known_source'],
Star,Double or Multiple Star,,80.44944444444445,2.9113566000000003e-12,273061,0.04254745457425954,232.32250000000002,2.13e-11,pi.01 UMi,source,['known_source'],
Unverified,Unverified,,-4.441340082664725,1.7751107e-11,239831,0.048925795279659665,306.20066217108354,,WXTJ202448-042628,source,['known_source'],
Unverified,Unverified,,-11.175742061252716,1.51720634e-11,369386,0.05398822588533977,221.17751504239823,,WXT J144443-111033,source,['known_source'],
Unverified,Unverified,,-29.222298305284667,2.4933598000000004e-11,212729,0.04533179044047625,276.14284419522556,,WXTJ182434-291320,source,['known_source'],
Unverified,Unverified,,-19.934012186925365,3.8030714e-11,148342,0.018790801820086193,241.87445149237078,,WXTJ1607-1956,source,['known_source'],
Unverified,Unverified,,38.644929362835,1.4437510600000001e-11,534890,0.04767688002749293,317.1528835003477,,WXT J210837+383842,source,['known_source'],
Unverified,Unverified,,-30.12460544034862,1.5881097e-11,334275,0.050425062196843104,197.08866542489702,,WXT J130821-300728,source,['known_source'],
Unverified,Unverified,,5.514482105878289,1.24501866e-11,224711,0.05060264949651687,19.778007693087787,,WXTJ011907+053052,source,['known_source'],
Unclassified,Unclassified,,34.71347,1.3637792e-11,273018,0.04975930055189375,38.62167,3.57e-12,1RXS J023429.2+344248,source,['known_source'],
Unverified,Unverified,,0.17299446893884293,7.227837200000001e-12,555021,0.04431946611050331,108.46005509418758,,WXT J071350+001023,source,['known_source'],
Unverified,Unverified,,13.067218909649215,1.9466145000000003e-11,207325,0.018030501984092184,291.53432427466174,,WXTJ192608+130402,source,['known_source'],
Unverified,Unverified,,31.745834291459587,2.509229e-11,211916,0.04717482351228615,303.48721003876176,,WXTJ201357+314445,source,['known_source'],
Unverified,Unverified,,-7.992367212276841,7.374026800000001e-12,215061,0.04595969417732624,316.3737171999137,,WXTJ210529-075932,source,['known_source'],
Unverified,Unverified,,34.69847780078544,1.1889753e-11,235799,0.051770027751051384,323.13013445165336,,WXTJ213231+344155,source,['known_source'],
AGN,BL Lac,,-62.11816372303,1.07e-12,37731,0.0,79.18719237729,1.07e-12,QSO B0516-621,source,['known_source'],
Unverified,Unverified,,-49.606900105836836,2.2355290000000003e-11,214685,0.052405779659238184,305.47653172008785,,WXTJ202154-493624,source,['known_source'],
Unverified,Unverified,,-72.0593831066805,1.968418e-11,224239,0.0481326538266806,305.07078323566117,,WXTJ202017-720333,source,['known_source'],
Unverified,Unverified,,35.388119699785726,9.451736e-12,207455,0.017253623823968407,240.01397004995056,,WXTJ160003+352317,source,['known_source'],
Unverified,Unverified,,9.986358623530053,3.8616404e-12,535971,0.043864469145993235,38.65755422429613,,WXT J023438+095911,source,['known_source'],
Unverified,Unverified,,-21.182838175835336,2.261012e-11,140678,0.018668270932343314,219.25215805677635,,WXTJ143600-211058,source,['known_source'],
Unverified,Unverified,,-37.32042852431187,1.8486306000000002e-11,232324,0.04751218199506144,24.99138740995078,,WXT J013957-371913,source,['known_source'],
Star,BY Dra Variable,,-9.458260970518056,1.9595895e-11,39459,0.01815502967660314,53.23268537982792,2.63e-11,eps Eri,source,['known_source'],
Unverified,Unverified,,66.5918,2.5063192000000003e-11,233360,0.053671248302383665,271.830842,,WXTJ180710+663722,source,['known_source'],
Unverified,Unverified,,21.85676201970187,1.6562824e-11,233495,0.05186998040104784,278.8109462392135,,WXTJ183514+215124,source,['known_source'],
Unverified,Unverified,,-38.709414850297634,1.8478914e-11,234205,0.05201853543235926,306.5096220561597,,WXTJ202602-384234,source,['known_source'],
Unverified,Unverified,,61.18272659971839,1.2984434e-11,555318,0.04307242248284906,36.11638247536622,,WXT J022427+611057,source,['known_source'],
Unverified,Unverified,,63.646114713810185,1.2326656800000002e-11,536208,0.05441956995055532,14.909060891580552,,WXT J005938+633846,source,['known_source'],
Unverified,Unverified,,5.362509458045479,1.0044236600000001e-11,555023,0.047609628143200994,108.61985794718083,,WXT J071428+052145,source,['known_source'],
Unverified,Unverified,,45.866973139974064,1.3958874e-11,234517,0.04306520407583163,263.70766740774445,,WXTJ173450+455201,source,['known_source'],
Star,High Proper Motion Star,,-18.19305409568,3.1514454e-11,353043,0.05008647183986382,188.92861603215,1.24e-10,BD-17 3659,source,['known_source'],
Unverified,Unverified,,43.93923780739267,2.4356128e-11,237082,0.04739479804829002,277.2689761025436,,WXTJ182904+435621,source,['known_source'],
Unverified,Unverified,,38.021902231481725,1.5563498000000002e-11,554986,0.04609458149267859,161.97448649093548,,WXT J104753+380118,source,['known_source'],
Unverified,Unverified,,-39.24183216412959,1.1112328600000001e-11,366676,0.04389806480700946,313.2367037521531,,WXT J205256-391430,source,['known_source'],
Unverified,Unverified,,-36.8677045631239,3.935896e-11,536245,0.05074865001443556,96.32237571287011,,WXT J062517-365204,source,['known_source'],
Star,Young Stellar Object,,-56.23528440913,2.6281276000000002e-11,210183,0.010360910861520047,184.0048446758299,2.72e-12,PM J12160-5614,source,['known_source'],
Unverified,Unverified,,-19.077419377155547,1.3985754e-11,236030,0.05346098502412947,295.10811094139433,,WXTJ194025-190438,source,['known_source'],
Unverified,Unverified,,-3.790397113304725,3.0742948e-12,65936,0.019540278732593695,168.09041733990605,1.44e-08,WXTJ1112-0345,source,['known_source'],
Unverified,Unverified,,62.19866285203232,8.932832e-12,253600,0.05142009256373308,50.26070266854592,,WXT J032103+621155,source,['known_source'],
Unverified,Unverified,,37.64217232103691,9.077758e-12,247909,0.05428493554303032,49.89521732519323,,WXT J031935+373832,source,['known_source'],
Unverified,Unverified,maybe hot pixel,0.5765391870526039,1.32890074e-11,223718,0.037431654554238865,317.875441200943,,WXTJ211130+003436,source,['known_source'],
Unverified,Unverified,,-1.5847793848315075,1.0557144e-11,509988,0.05086701415095856,356.97774385790757,,WXT J234754 -013505,source,['known_source'],
Unverified,Unverified,,42.41406330302639,1.624248e-11,206662,0.020800894474947016,244.96451539168675,,WXTJ161952+422451,source,['known_source'],
Unverified,Unverified,,-0.5529193496131635,2.2556244e-11,227004,0.041884348987922676,309.840553872592,,WXTJ203821-003310,source,['known_source'],
Star,Star,,-0.7977833407799999,2.9020468000000002e-11,238312,0.03998568596238713,13.06076290731,,TYC 4674-132-1,source,['known_source'],
Unverified,Unverified,,55.92696290735337,8.637607e-12,511792,0.045059007301888235,161.49597478202853,,WXT J104559555537,source,['known_source'],
Unverified,Unverified,,-22.900292609246367,1.8697860000000003e-11,140667,0.01581296368549893,254.31964710943896,,WXTJ165716-225401,source,['known_source'],
Unverified,Unverified,,38.31983036995216,1.7417436000000003e-11,213240,0.04666021320447984,256.9967087840109,,WXTJ170759+381911,source,['known_source'],
Unverified,Unverified,,-13.110040333894245,2.4555886e-11,251090,0.05105827289372073,66.70527500567817,,WXT J042649-130636,source,['known_source'],
Unverified,Unverified,看起来像假源,-39.176019067406614,3.251304800000001e-11,101302,0.02104042163931905,206.46083563370587,1.65e-13,WXTJ1345-3910,source,['known_source'],
Unverified,Unverified,,-15.481828159027211,2.5810812e-11,231266,0.04658101754380629,277.80740242880836,,WXTJ183113-152854,source,['known_source'],
Unverified,Unverified,,-59.70139837334002,9.510682e-12,193069,0.020062883085555105,303.70481383108626,,WXTJ201449-594205,source,['known_source'],
Unverified,Unverified,,41.802001563853416,1.0383732e-11,259491,0.05537338518821486,59.99931595561555,,WXT J035959+414807,source,['known_source'],
Unverified,Unverified,,13.103783772944963,9.018214000000001e-12,245578,0.043771572590310226,61.94981338446308,,WXT J040748-130614,source,['known_source'],
Unverified,Unverified,,-52.33351654637696,2.0072772e-11,248558,0.05572109812196236,69.19113767992424,,WXT J043646-522001,source,['known_source'],
Unverified,Unverified,,54.22971771233526,1.0747873200000002e-11,512705,0.05116380310913097,6.687946524824979,,WXT J002645+541347,source,['known_source'],
AGN,BL Lac,,-56.59573568551,1.3484505000000001e-11,211405,0.01728409145808599,51.34802758647,4.12e-11,2MASS J03252353-5635446,source,['known_source'],
Unverified,Unverified,,20.421154919506645,1.07902214e-11,239959,0.044310609909999917,51.679419322617164,,WXT J032643+202516,source,['known_source'],
AGN,Seyfert 1 Galaxy,,49.51911948,9.73e-12,37974,0.0,178.3519443,9.73e-12,LB 2136,source,['known_source'],
Unverified,Unverified,,-23.09815346448192,1.4960726e-11,241871,0.05696026511053628,346.5679571979632,,WXTJ230616-230553,source,['known_source'],
Unverified,Unverified,,-2.3739973847634306,1.6975898e-11,399349,0.04895109231232823,7.005636610360465,,WXT J002801-022226,source,['known_source'],
Star,Young Stellar Object,,-76.9017656301902,2.1755222e-12,193686,0.005409897298183584,195.1571641875803,1.44e-12,SZ 49,source,['known_source'],
Star,Young Stellar Object,,-47.71616719381,6.3336934e-12,173792,0.005119249558175245,191.27816225717999,3.08e-12,HD 110817,source,['known_source'],
Star,Young Stellar Object,,-11.709612679905753,1.8152392e-11,164195,0.017330892048538868,241.62506430939547,,TYC 5620-723-1,source,['known_source'],
Star,Young Stellar Object,,-58.912517119459984,1.54448132e-11,50759,0.00471070722214536,182.42441208822999,6.33e-12,CD-58 4411,source,['known_source'],
Unverified,Unverified,,-15.024496901079196,1.03779332e-11,417860,0.04880720620015164,314.58364404962185,,WXT J205820-150128,source,['known_source'],
Unverified,Unverified,,73.26598597470118,1.54238846e-11,276466,0.04615250382310117,151.52844187812332,,WXT J100607+731558,source,['known_source'],
Star,Star,,-6.699740689346748,1.3184717e-11,42328,0.011909722006275868,88.23345052817683,,TYC 4780-272-1,source,['known_source'],
Unverified,Unverified,,-64.7355184684092,1.4080196e-11,267794,0.052167118742790175,48.01247023464554,,WXT J031203-644408,source,['known_source'],
Unverified,Unverified,,32.42413100278298,3.0332318e-12,267685,0.04111313343064776,15.8038200187951,,WXT J010313+322527,source,['known_source'],
Unverified,Unverified,,-24.468196251356808,1.2670165000000001e-11,241276,0.0490969325346888,67.22084308552863,,WXTJ042853-242806,source,['known_source'],
Star,Eclipsing Binary,,-62.28392482288,2.8289582000000003e-12,209957,0.009526195983065209,93.71411037796,5.4e-12,HD 43957,source,['known_source'],
Unverified,Unverified,,16.164193570069408,1.0838456e-11,260884,0.05662101370839889,47.328849214017445,,WXT J030919+160951,source,['known_source'],
Unverified,Unverified,,13.85031854089038,8.1575466e-12,261040,0.04857478858432504,101.53064132341366,,WXT J064607+135101,source,['known_source'],
AGN,Seyfert 2 Galaxy,,-31.869889,5.43e-11,38273,0.0,330.507904,5.43e-11,NGC 7172,source,['known_source'],
AGN,Seyfert 2 Galaxy,,37.23546797,5.46e-12,38189,0.0,58.42697073,5.46e-12,LEDA 213255,source,['known_source'],
Unverified,Unverified,,59.45977948640997,1.4230034000000002e-11,273015,0.049993793554414995,91.75327223616118,,WXT J060701+592735,source,['known_source'],
AGN,Seyfert 1,,1.18407858596,4.036923000000001e-12,331594,0.04273708752257422,195.84772768199,,2dFGRS TGN394Z031,source,['known_source'],
Unverified,Unverified,,16.90788962382672,1.6197492000000003e-11,304952,0.04979764123277103,83.2930377054341,,WXTJ053310+165428,source,['known_source'],
Unverified,Unverified,,48.62114592911601,1.0414442e-11,260890,0.05409228264343767,101.02239690119207,,WXT J064405+483716,source,['known_source'],
AGN,Seyfert 1,,19.841906456982482,4.3650902000000005e-12,101386,0.006284536838245086,216.86793311298354,1.3e-11,Mrk 813,source,['known_source'],
Unverified,Unverified,,-27.5909655236047,1.2633432000000001e-11,306328,0.05181757789601192,153.39788759857558,,WXT J101336-273528,source,['known_source'],
Unverified,Unverified,,10.377681943766952,1.37276426e-11,383264,0.05189109077951841,259.3426952448576,,WXT J171722+102239,source,['known_source'],
Star,Young Stellar Object,,-23.720381523898777,6.5633342e-12,112377,0.004967278871538628,241.66802392435218,,2MASS J16063790-2343325,source,['known_source'],
Unverified,Unverified,,34.114472209712865,5.9147248e-12,260897,0.04148716734404183,85.809746325952,,WXT J054314+340652,source,['known_source'],
Unverified,Unverified,,-51.31409346257065,1.8662634000000002e-11,346938,0.04779637649102669,180.18224669862263,,WXTJ120043-511850,source,['known_source'],
Unverified,Unverified,,-25.254499783375184,1.23502844e-11,347294,0.04737564598157809,218.70631866577062,,WXT J143450-251516,source,['known_source'],
Unverified,Unverified,,-43.50414506676961,1.0433116e-11,429536,0.058991534451101835,333.43146244543834,,WXT J221344-433015,source,['known_source'],
Unverified,Unverified,,-47.04532286857992,1.7985303000000003e-11,353237,0.05117348158538723,223.74237845922514,,WXT J145458-470243,source,['known_source'],
Unverified,Unverified,,-53.47570014637609,1.6022658e-11,378021,0.04892942481164318,267.1601438888788,,WXT J174838-532833,source,['known_source'],
Unverified,Unverified,,45.10736903222608,1.3326272e-11,554075,0.04949743838291044,343.9977799714487,4.79e-12,WXT J225560+450626,source,['known_source'],
Star,Rotating Variable,,3.92334972884,3.1510820000000003e-12,39903,0.01846151479743707,87.8124492569,3.13e-12,ASAS J055115+0355.3,source,['known_source'],
Unverified,Unverified,,-40.19609840028448,2.2202e-11,248327,0.0470662533762433,68.64137002429378,,WXT J043434-401146,source,['known_source'],
AGN,Seyfert 1,,-61.79971490836,6.027816800000001e-12,258111,0.044718243444986344,69.62163949025,7.77e-12,LEDA 3095694,source,['known_source'],
AGN,Seyfert 2 Galaxy,,9.478306285,1.3899999999999997e-12,38174,0.0,277.7109769,1.39e-12,LEDA 1365707,source,['known_source'],
Star,High Proper Motion Star,,-27.03383467077,2.9246642e-12,39626,0.019728606275132506,69.68309186199,2.72e-12,HD 29615,source,['known_source'],
Unclassified,Unclassified,,-1.2223951740141112,1.8229316000000003e-12,190148,0.005733992659848079,283.2346527303894,6.83e-13,2RXS J185257.7-010754,source,['known_source'],
Unverified,Unverified,,-17.593044365852542,1.0282920600000002e-11,368513,0.05079801528439439,248.82935175950274,,WXT J163519-173535,source,['known_source'],
Unverified,Unverified,,37.6946109306579,7.280984e-12,341187,0.05161011871326708,188.8848301319073,,WXT J123532+374141,source,['known_source'],
Unverified,Unverified,,21.3660646428294,1.18654548e-11,341194,0.0497680232016393,150.55296990194898,,WXT J100213+212158,source,['known_source'],
AGN,Seyfert 2 Galaxy,,-59.68160697936,3.77e-12,38116,0.0,69.99602080423,3.77e-12,ESO 118-33,source,['known_source'],
Unverified,Unverified,,-26.893940867847625,1.4338726e-11,236721,0.0495154265510299,270.5193998618601,,WXTJ180205-265338,source,['known_source'],
Unverified,Unverified,,-20.26328427248429,1.23565532e-11,236723,0.04759694550664345,301.77802734614716,,WXTJ200707-201547,source,['known_source'],
AGN,Quasar,,-43.55239009139,3.3829e-12,37842,0.0,70.07158323233,3.33e-12,QSO B0438-43,source,['known_source'],
Unverified,Unverified,,-34.146821162262654,2.2386143000000003e-11,231217,0.0529365751378717,308.8509408934915,,WXTJ203524-340848,source,['known_source'],
Star,Rotating Variable,,-27.463720385831287,2.2923598000000003e-11,399480,0.0505827585445274,252.418719534432,,CD-27 11188,source,['known_source'],
AGN,Seyfert 1,,52.35164347903,4.2297426e-12,252998,0.039042215260534585,35.526380474,1.05e-11,2MASS J02220630+5221059,source,['known_source'],
AGN,BL Lac,,25.04989601523,5.684333600000001e-11,37397,0.0,102.69370860791,8.15e-09,QSO B0647+250,source,['known_source'],
Unverified,Unverified,,-12.329107407788634,2.7949006e-11,222438,0.053332725762763766,266.9782187423781,,WXTJ144754-121944,source,['known_source'],
Unverified,Unverified,,-49.52636319241392,1.3250757e-11,153170,0.02237719336125774,203.68612921364294,,WXTJ1334-4931,source,['known_source'],
AGN,BL Lac,,34.60385367228,4.254391e-12,228743,0.038563771281594626,350.68339250742,2.81e-12,2MASS J23224401+3436139,source,['known_source'],
Unverified,Unverified,,-35.06337212153203,1.2496278600000001e-11,236927,0.048674838463284555,317.9812989818071,,WXTJ211155-350347,source,['known_source'],
Unverified,Unverified,,-76.41008695686992,2.088244e-12,191124,0.008556743405272453,36.272968702403645,,WXTJ022505-762436,source,['known_source'],
Unverified,Unverified,,-57.641950918273125,8.5613494e-12,210402,0.017949821703705817,304.42735449835044,,WXTJ201742-573831,source,['known_source'],
Unverified,Unverified,,33.92923217921062,1.0495352e-11,209688,0.01379960509720119,261.04008551451943,,WXTJ172410+335545,source,['known_source'],
Unverified,Unverified,,43.89688124548133,1.16586434e-11,243533,0.048280856380308323,292.4823614173458,,WXT J192956+435349,source,['known_source'],
Unverified,Unverified,,48.14000709494761,1.2089706000000002e-11,555026,0.046991062028332316,42.17565981257883,,WXT J024842+480824,source,['known_source'],
Unverified,Unverified,光变由背景引起,-37.45257649605297,5.2819762e-11,258980,0.05057789449053303,70.1288158257177,,WXT J044031-372709,source,['known_source'],
Unverified,Unverified,,-47.50257086934094,1.1688942000000002e-11,153089,0.024868138094587534,207.4239291894846,,WXTJ1349-4730,source,['known_source'],
Unverified,Unverified,,23.788453262680548,1.39364534e-11,281853,0.04426402337840783,25.25000526907574,,WXT J014100+234718,source,['known_source'],
Unverified,Unverified,,71.19600496831563,2.0488594e-11,240322,0.049565059877228444,357.41248731578685,,WXT J234939+711145,source,['known_source'],
Unverified,Unverified,,-3.362059380396325,2.5511146000000003e-12,306426,0.04957408159789732,117.46628337672367,,WXT J074952-032143,source,['known_source'],
Unverified,Unverified,,-7.979636936710886,1.2383758000000001e-11,236035,0.059314483241111486,263.9375434827315,,WXTJ173545-075846,source,['known_source'],
Unverified,Unverified,,44.720213147047474,1.2341906000000001e-11,341482,0.05277321112524757,136.17806205553404,,WXT J094143+444313,source,['known_source'],
Star,Young Stellar Object,,-40.97359381541728,1.1419515200000002e-11,400258,0.051157050062050985,220.55846522189032,3.08e-12,RX J1442.2-4100A,source,['known_source'],
Unverified,Unverified,,-73.1661401488984,4.1297912e-12,209773,0.016065408511624614,69.25638209798205,1.62e-12,WXTJ043702-730958,source,['known_source'],
Unverified,Unverified,,-46.396339901933906,1.1896944e-11,218371,0.04981275068901217,302.4193525664719,,WXTJ200941-462347,source,['known_source'],
Unverified,Unverified,,10.05340108646617,1.558346e-11,558834,0.05180399915862113,161.8296728836308,,WXT J104719+100312,source,['known_source'],
Unverified,Unverified,,-41.83895928361362,1.3585416e-11,396245,0.04877483020229732,304.8366164441711,,WXT J201921-415020,source,['known_source'],
Unverified,Unverified,,37.876912859376695,2.0222440000000002e-11,331615,0.054156299531526376,127.25784752814937,,WXT J082902+375237,source,['known_source'],
Star,BY Dra Variable,,-75.25434528438,1.77028752e-12,49103,0.005121492068875085,228.09765282897,2.9e-12,NY Aps,source,['known_source'],
Unverified,Unverified,,9.946136976525821,1.3507838e-11,276956,0.05444933047112751,78.622123271308,,WXTJ051429+095646,source,['known_source'],
Unverified,Unverified,,51.32682412390191,1.2500740000000001e-11,233886,0.050706153306537285,28.58290659126913,,WXTJ015419+511936,source,['known_source'],
Unverified,Unverified,,41.10309120715756,1.6117294e-11,357332,0.04743848168786047,296.8605544902582,,WXT J194727+410611,source,['known_source'],
Unverified,Unverified,,-52.17760813398093,1.576859e-11,341313,0.05364316768587209,176.61451628889347,,WXT J114628-521039,source,['known_source'],
Unverified,Unverified,,76.96555119609882,3.280576e-11,219994,0.051072468418340206,257.54788969641845,,WXTJ 171011+765756,source,['known_source'],
Unverified,Unverified,,76.40338454000812,9.0563596e-12,237393,0.04530259238188624,43.94458577175382,,WXTJ025547+762412,source,['known_source'],
Unverified,Unverified,,-18.534513624113902,1.8442826e-11,237711,0.047606575288357225,265.01209624331534,,WXTJ174002-183204,source,['known_source'],
Unverified,Unverified,,4.0809257310569995,2.0524304e-11,341483,0.051199050470656614,132.7682711347276,,WXT J085104+040451,source,['known_source'],
Unverified,Unverified,,42.20151993860131,1.9584416e-11,238468,0.05173570428659503,274.6141369321163,,WXTJ181827+421205,source,['known_source'],
Unverified,Unverified,,-20.841229739132718,2.9847828e-11,347424,0.05060869965278875,267.21111340010566,,WXTJ174850-205028,source,['known_source'],
Unverified,Unverified,,-38.91995284683797,1.8595768e-11,347446,0.05050631549306922,252.27780460078847,,WXT J164907-385512,source,['known_source'],
AGN,Seyfert 1,,25.13683420063,1.8513354e-11,37429,0.0,214.49808345492997,6.6e-11,NGC 5548,source,['known_source'],
Unverified,Unverified,,1.5340989384078247,1.8603466e-11,148950,0.015257678040443427,218.57124828255124,,WXTJ143417+013203,source,['known_source'],
AGN,Seyfert 1 Galaxy,,-30.58447438,1.35e-11,37951,0.0,252.063542,1.35e-11,LEDA 5061277,source,['known_source'],
Unverified,Unverified,,-8.330317094813621,6.3239708e-11,368679,0.05011460671771255,265.43215102655694,,WXT J174143-081949,source,['known_source'],
Star,BY Dra Variable,,51.7994770395414,3.6206382e-12,335011,0.040390909267373855,162.6679518481066,,LZ UMa,source,['known_source'],
Unverified,Unverified,,0.797254691213906,9.423220600000001e-12,120294,0.018024465768951958,202.0466080588444,,WXTJ132811+004750,source,['known_source'],
Unverified,Unverified,,-7.030234613030069,8.505281000000001e-12,535139,0.03960273484932626,105.33667611053241,,WXT J070121-070149,source,['known_source'],
Unverified,Unverified,,-22.63231891000489,1.5956434e-11,360508,0.0484946979783931,230.56050336860628,,WXT J152214-223756,source,['known_source'],
Unverified,Unverified,,4.090835111579183,1.9246104e-11,347452,0.048999244713374836,265.44786836621,,WXTJ174757+040527,source,['known_source'],
Star,Rotating Variable,,-40.87450147251587,6.367105e-12,116231,0.006448473556346516,202.80874368400623,,CD-40 7934,source,['known_source'],
Star,Spectroscopic Binary,,-41.05130153761704,3.754839e-12,353286,0.041920585342464664,136.15178102495366,1.61e-12,V405 Vel,source,['known_source'],
Unverified,Unverified,,18.36219656453974,1.8771454000000003e-11,150166,0.01861233026258604,196.11752501006137,,WXT J130428+182144,source,['known_source'],
Unverified,Unverified,,28.27020992276506,3.6812028e-12,128682,0.006320013350379463,216.24152431698775,,WXT J1424+2816,source,['known_source'],
Unverified,Unverified,,17.15433122046882,8.929084000000001e-12,535593,0.04534754003233742,54.240252276130235,,WXT J033658+170916,source,['known_source'],
Unverified,Unverified,,-44.47635949163963,1.48338834e-11,240445,0.046077938766753104,290.64484399074814,,WXT J192235-442835,source,['known_source'],
Unverified,Unverified,,-26.70345325979883,1.4346532e-11,417916,0.042407788117654645,41.36451264011366,,WXT J024528-264212,source,['known_source'],
XRB,LMXB,,-23.179458333333336,1.4311437400000001e-11,259612,0.08333333333333333,325.0923375,,CXOGlb J214022.1-231045,source,['known_source'],
Unverified,Unverified,,-3.176886972380931,2.7500294000000004e-11,371529,0.0485662910657462,296.51829135976516,,WXT J194604-031036,source,['known_source'],
Unverified,Unverified,,-34.4011060293346,3.535152e-11,396249,0.04022584645100544,312.569526193948,,WXT J205017-342404,source,['known_source'],
Unverified,Unverified,,25.908541102089583,2.6609154e-12,128683,0.00799334505437623,212.34426943352403,,WXT J1409+2554,source,['known_source'],
Unverified,Unverified,,25.59823544012777,1.33700408e-11,242742,0.043715702307602466,298.4125906768546,,WXT J195339+253554,source,['known_source'],
Unverified,Unverified,,15.571862539565322,6.7871334e-12,347482,0.03850276846614623,200.4870191988457,,WXT J132157+153419,source,['known_source'],
Unverified,Unverified,,26.61807205223192,1.4558296e-11,345263,0.048139692267942694,179.35210953146975,,WXT J115724+263705,source,['known_source'],
Unverified,Unverified,,20.1703461642258,1.9717599999999998e-11,321072,0.05024706320241554,207.59232916074797,,WXT J135022+201013,source,['known_source'],
Unverified,Unverified,,12.24462730539663,2.1972134000000004e-11,345040,0.04954037396364776,234.13446037169516,,WXT J153632+121440,source,['known_source'],
Unverified,Unverified,,25.701508522017413,2.6819996000000002e-11,122884,0.015623736127015802,216.23799587476896,,WXT J1424+2542,source,['known_source'],
Star,Star,,24.39809012593,2.0296982000000003e-11,280396,0.05022760117356698,136.38495581896,,TYC 1950-2235-1,source,['known_source'],
Unverified,Unverified,,54.53673653499577,1.7389368e-11,198045,0.017331849642681852,271.0013790822081,,WXT J180400+543212,source,['known_source'],
Unverified,Unverified,,-33.88536866252952,3.840736e-11,230525,0.04948684992445645,275.0881372220478,,WXT J182021-335307,source,['known_source'],
AGN,Seyfert 1 Galaxy,,-38.41461436,3.42e-12,37989,0.0,201.3307523,3.42e-12,LEDA 88835,source,['known_source'],
Unverified,Unverified,,-8.110590759496057,1.0877092e-11,396248,0.04636609895802159,314.8860890684524,,WXT J205933-080638,source,['known_source'],
Unverified,Unverified,,-20.212511547218476,8.774354e-12,426081,0.04357249170370256,42.89070126358017,,WXT J025134-201245,source,['known_source'],
Unverified,Unverified,,-7.36305921205203,1.209275e-11,417876,0.04403921961296859,264.52943928530476,,WXT J173807-072147,source,['known_source'],
Unverified,Unverified,,3.125002613271878,1.3761468000000002e-11,417998,0.05650850642265031,354.1759960840008,,WXT J233642+030730,source,['known_source'],
Unverified,Unverified,,-18.60934883371176,1.7349128e-11,326300,0.05117768189224411,258.21903254373314,,WXT J171253-183634,source,['known_source'],
Unverified,Unverified,,31.66931009289,1.3051232e-11,76261,0.0110343238532489,233.59404411029,1.09e-12,LAMOST J153422.57+314009.6,source,['known_source'],
Unverified,Unverified,,-7.023663984338123,1.53552712e-11,426102,0.05234976442087777,277.0355968415285,,WXT J182809-070125,source,['known_source'],
Star,BY Dra Variable,,60.65478,1.2947514600000001e-11,240593,0.040378336236197784,248.73439,,ZTF J163456.25+603917.2,source,['known_source'],
