"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Unreal","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s","Auto classification"
"193177","AT 2025aefg","05:56:10.430","-53:35:51.10","","","","","MASTER","MASTER","","MASTER","MASTER OT J055610.43-533551.1","Other - Other","","1","1","","19.9","Other-","2025-11-18 07:52:01.920","MASTER","","","","","",""
"193176","AT 2025aeff","06:47:24.720","-37:20:59.60","","","","","MASTER","MASTER","","MASTER","MASTER OT J064724.72-372059.6","Other - Other","","1","1","","18.8","Other-","2025-11-17 07:20:46.176","MASTER","","","","","",""
"193175","AT 2025aefe","12:49:56.191","+51:42:08.60","","","","","ZTF","ZTF","","ZTF","ZTF18aasxgxt","P48 - ZTF-Cam","","1","1","","19.732","g-ZTF","2025-11-13 11:12:59.999","Fritz","","","","","",""
"193173","AT 2025aefd","02:02:54.423","+00:52:34.90","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","19.48","Clear-","2025-11-16 16:37:48.288","LAST_Bot1","","","","","",""
"193172","AT 2025aefc","00:31:18.925","+15:27:09.37","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","19.68","Clear-","2025-11-19 17:23:14.208","LAST_Bot1","","","","","",""
"193171","AT 2025aefb","01:05:17.844","+03:54:43.82","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","19.76","Clear-","2025-11-19 19:05:21.696","LAST_Bot1","","","","","",""
"193170","AT 2025aefa","03:17:44.901","-15:57:47.01","","","","","YSE","Pan-STARRS","","Pan-STARRS","PS25ikl","PS2 - GPC2","","1","1","","20.49","i-P1","2025-11-16 10:06:53.280","YSE_Bot1","","","","","",""
"193169","AT 2025aeez","11:04:06.487","-20:48:27.75","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25onz","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","18.707","orange-ATLAS","2025-11-15 14:54:10.944","ATLAS_Bot1","","","","","",""
"193168","AT 2025aeey","05:30:14.860","-62:55:47.16","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25ony","ATLAS-CHL - ATLAS-04","","1","1","","18.598","cyan-ATLAS","2025-11-16 05:18:56.736","ATLAS_Bot1","","","","","",""
"193167","AT 2025aeex","05:41:48.284","-68:55:39.36","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25onw","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","17.234","orange-ATLAS","2025-11-17 00:03:59.328","ATLAS_Bot1","","","","","",""
"193166","AT 2025aeew","02:17:19.120","-36:54:40.40","","","","","MASTER","MASTER","","MASTER","MASTER OT J021719.12-365440.4","Other - Other","","1","1","","18.3","Other-","2025-11-12 05:24:52.704","MASTER","","","","","",""
"193165","AT 2025aeev","03:23:39.798","-02:27:58.71","","","","","GOTO","GOTO","","GOTO","GOTO25kmn","GOTO-N - GOTO-2, GOTO-S - GOTO-3","","1","1","","19.62","L-GOTO","2025-11-09 13:22:28.992","GOTO_bot","","","","","",""
"193164","AT 2025aeeu","01:39:18.222","-05:15:41.93","","","","","GOTO","GOTO","","GOTO","GOTO25kmm","GOTO-N - GOTO-2","","1","1","","19.52","L-GOTO","2025-11-17 23:30:08.064","GOTO_bot","","","","","",""
"193163","AT 2025aeet","01:32:56.250","-10:37:54.16","","","","","GOTO, LAST","GOTO, LAST","","GOTO, LAST","GOTO25kme","GOTO-S - GOTO-3, LAST - LAST-Cam","","1","1","","19.47","L-GOTO","2025-11-19 11:03:33.984","GOTO_bot","","","","","",""
"193162","AT 2025aees","01:09:09.222","-75:18:16.70","","","","","GOTO","GOTO","","GOTO","GOTO25kmk","GOTO-S - GOTO-4","","1","1","","19.92","L-GOTO","2025-11-19 12:05:21.408","GOTO_bot","","","","","",""
"193161","AT 2025aeer","11:28:54.292","+26:14:03.57","","","","","GOTO","GOTO","","GOTO","GOTO25kmc","GOTO-N - GOTO-2","","1","1","","19.38","L-GOTO","2025-11-19 05:48:46.944","GOTO_bot","","","","","",""
"193160","AT 2025aeeq","23:49:30.030","-17:11:36.21","","","","","GOTO","GOTO","","GOTO","GOTO25kmf","GOTO-S - GOTO-3","","1","1","","19.73","L-GOTO","2025-11-19 10:40:19.488","GOTO_bot","","","","","",""
"193159","AT 2025aeep","21:58:38.182","-47:31:56.60","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25ons","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.032","cyan-ATLAS","2025-11-12 00:41:44.736","ATLAS_Bot1","","","","","",""
"193158","AT 2025aeeo","03:52:45.718","-17:25:15.89","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25onr","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","19.318","cyan-ATLAS","2025-11-15 11:01:39.072","ATLAS_Bot1","","","","","",""
"193157","AT 2025aeen","05:13:19.240","-40:16:27.33","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25onq","ATLAS-MLO - ATLAS-01, ATLAS-STH - ATLAS-03","","1","1","","19.064","orange-ATLAS","2025-11-13 22:24:52.416","ATLAS_Bot1","","","","","",""
"193156","AT 2025aeem","04:33:42.333","-62:41:35.16","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25onp","ATLAS-CHL - ATLAS-04","","1","1","","19.406","cyan-ATLAS","2025-11-16 04:37:13.728","ATLAS_Bot1","","","","","",""
"193155","AT 2025aeel","05:16:48.533","-70:47:42.64","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25ono","ATLAS-CHL - ATLAS-04","","1","1","","18.259","cyan-ATLAS","2025-11-16 05:28:59.808","ATLAS_Bot1","","","","","",""
"193154","AT 2025aeek","06:48:58.825","-31:36:22.52","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25onn","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.208","cyan-ATLAS","2025-11-17 05:48:42.624","ATLAS_Bot1","","","","","",""
"193153","AT 2025aeej","07:53:27.400","-17:21:29.83","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25onm","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","18.183","orange-ATLAS","2025-11-18 00:49:08.832","ATLAS_Bot1","","","","","",""
"193152","AT 2025aeei","22:23:03.548","-56:35:57.31","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25onl","ATLAS-CHL - ATLAS-04","","1","1","","19.032","cyan-ATLAS","2025-11-16 01:28:57.792","ATLAS_Bot1","","","","","",""
"193151","AT 2025aeeh","01:46:44.068","-72:07:36.43","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25onk","ATLAS-CHL - ATLAS-04","","1","1","","18.919","cyan-ATLAS","2025-11-19 03:23:42.144","ATLAS_Bot1","","","","","",""
"193150","AT 2025aeeg","10:32:45.451","-23:14:35.22","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25onj","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02","","1","1","","18.818","cyan-ATLAS","2025-11-17 07:58:02.208","ATLAS_Bot1","","","","","",""
"193149","AT 2025aeef","06:45:36.976","-33:53:58.77","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25oni","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","18.515","cyan-ATLAS","2025-11-17 05:57:52.992","ATLAS_Bot1","","","","","",""
"193148","AT 2025aeee","01:16:29.430","-41:18:14.60","","","","","MASTER","MASTER","","MASTER","MASTER OT J011629.43-411814.6","Other - Other","","1","1","","19.6","Other-","2025-11-18 01:04:31.584","MASTER","","","","","",""
"193147","AT 2025aeed","11:30:55.603","+10:33:27.03","","","","","GOTO","GOTO","","GOTO","GOTO25kls","GOTO-N - GOTO-2","","1","1","","18.93","L-GOTO","2025-11-18 06:08:50.496","GOTO_bot","","","","","",""
"193146","AT 2025aeec","09:41:01.396","+11:48:40.35","","","","","GOTO","GOTO","","GOTO","GOTO25klu","GOTO-N - GOTO-1","","1","1","","19.82","L-GOTO","2025-11-18 04:05:08.736","GOTO_bot","","","","","",""
"193145","AT 2025aeeb","02:11:22.550","+39:53:34.15","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","19.67","Clear-","2025-11-18 20:59:05.568","LAST_Bot1","","","","","",""
"193144","AT 2025aeea","07:29:23.476","+46:53:33.79","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","19.42","Clear-","2025-11-19 02:00:56.736","LAST_Bot1","","","","","",""
"193143","AT 2025aedz","05:50:46.686","+58:54:54.07","","","","","Tomo-e Gozen","Tomo-e Gozen","","Tomo-e Gozen","","Other - Other","","1","1","","17.19","Clear-","2025-11-18 19:20:38.400","Taiga Sasaoka","","","2025TNSTR4639....1S","","",""
"193142","AT 2025aedy","05:00:31.655","-62:04:20.28","","","","","GOTO","GOTO","","GOTO","GOTO25klg","GOTO-S - GOTO-4","","1","1","","19.46","L-GOTO","2025-11-18 13:22:39.360","GOTO_bot","","","2025TNSTR4636....1R","","",""
"193141","AT 2025aedx","05:57:13.818","+12:57:40.66","","","","","GOTO","GOTO","","GOTO","GOTO25kkn","GOTO-N - GOTO-2","","1","1","","19.42","L-GOTO","2025-11-17 00:33:08.064","GOTO_bot","","","2025TNSTR4635....1O","","",""
"193140","AT 2025aedw","04:27:10.346","-63:50:39.07","","","","","GOTO","GOTO","","GOTO","GOTO25klf","GOTO-S - GOTO-4","","1","1","","19.33","L-GOTO","2025-11-18 13:27:12.384","GOTO_bot","","","2025TNSTR4636....1R","","",""
"193139","AT 2025aedv","08:49:14.967","-55:46:07.38","","","","","GOTO","GOTO","","GOTO","GOTO25klk","GOTO-S - GOTO-4","","1","1","","19.7","L-GOTO","2025-10-14 17:36:16.128","GOTO_bot","","","2025TNSTR4635....1O","","",""
"193138","AT 2025aedu","10:31:21.471","-16:39:22.04","","","","","GOTO","GOTO","","GOTO","GOTO25klb","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.71","L-GOTO","2025-11-18 17:05:28.896","GOTO_bot","","","2025TNSTR4635....1O","","",""
"193137","AT 2025aedt","01:52:27.778","+25:50:15.74","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","17.42","Clear-","2025-11-18 17:53:53.664","LAST_Bot1","","","2025TNSTR4638....1K","","",""
"193136","AT 2025aeds","23:39:24.749","-01:26:55.10","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","19.16","Clear-","2025-11-18 16:59:50.208","LAST_Bot1","","","2025TNSTR4637....1O","","",""
"193135","AT 2025aedr","00:42:27.825","+05:12:53.23","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","19.19","Clear-","2025-11-18 16:12:15.552","LAST_Bot1","","","2025TNSTR4637....1O","","",""
"193134","AT 2025aedq","23:18:40.181","+27:38:47.61","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","18.72","Clear-","2025-11-18 16:51:24.768","LAST_Bot1","","","2025TNSTR4637....1O","","",""
"193133","AT 2025aedp","23:56:47.593","+28:30:08.27","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","19.6","Clear-","2025-11-18 17:06:21.600","LAST_Bot1","","","2025TNSTR4637....1O","","",""
"193132","AT 2025aedo","04:17:07.069","-15:51:23.30","","","","","GOTO","GOTO","","GOTO","GOTO25kky","GOTO-N - GOTO-1, GOTO-S - GOTO-3","","1","1","","19.7","L-GOTO","2025-11-09 13:17:49.920","GOTO_bot","","","2025TNSTR4635....1O","","",""
"193131","AT 2025aedn","07:38:01.462","+20:00:07.68","","","","","GOTO","GOTO","","GOTO","GOTO25kcb","GOTO-N - GOTO-1","","1","1","","20.02","L-GOTO","2025-11-15 02:11:47.328","GOTO_bot","","","2025TNSTR4635....1O","","",""
"193130","AT 2025aedm","03:21:05.496","+08:57:51.00","","","","","GOTO","GOTO","","GOTO","GOTO25kkm","GOTO-N - GOTO-1","","1","1","","19.49","L-GOTO","2025-11-14 23:51:45.792","GOTO_bot","","","2025TNSTR4635....1O","","",""
"193129","AT 2025aedl","05:15:28.254","+05:55:36.54","","","","","GOTO","GOTO","","GOTO","GOTO25kkl","GOTO-N - GOTO-1, GOTO-S - GOTO-4","","1","1","","19.96","L-GOTO","2025-11-15 01:04:25.536","GOTO_bot","","","2025TNSTR4635....1O","","",""
"193128","AT 2025aedk","21:25:50.580","+03:41:25.68","","","","","GOTO","GOTO","","GOTO","GOTO25kia","GOTO-N - GOTO-1","","1","1","","19.71","L-GOTO","2025-11-17 19:33:13.536","GOTO_bot","","","2025TNSTR4635....1O","","",""
"193127","AT 2025aedj","06:30:51.336","+30:42:51.39","","","","","GOTO","GOTO","","GOTO","GOTO25kis","GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","19.13","L-GOTO","2025-11-18 01:50:36.384","GOTO_bot","","","2025TNSTR4636....1R","","",""
"193126","AT 2025aedi","07:53:01.686","-06:02:20.57","","","","","GOTO","GOTO","","GOTO","GOTO25kir","GOTO-N - GOTO-1","","1","1","","19.99","L-GOTO","2025-11-15 03:30:19.584","GOTO_bot","","","2025TNSTR4636....1R","","",""
"193125","AT 2025aedh","09:20:45.293","+25:58:07.43","","","","","GOTO","GOTO","","GOTO","GOTO25kiq","GOTO-N - GOTO-2","","1","1","","18.28","L-GOTO","2025-11-18 03:26:03.840","GOTO_bot","","","2025TNSTR4636....1R","","",""
"193124","AT 2025aedg","08:48:54.510","+09:18:22.11","","","","","GOTO","GOTO","","GOTO","GOTO25kkd","GOTO-N - GOTO-1","","1","1","","20.04","L-GOTO","2025-11-15 03:44:55.680","GOTO_bot","","","2025TNSTR4635....1O","","",""
"193123","AT 2025aedf","09:11:44.596","-00:14:12.54","","","","","GOTO","GOTO","","GOTO","GOTO25kjy","GOTO-N - GOTO-1","","1","1","","19.98","L-GOTO","2025-11-10 06:21:27.360","GOTO_bot","","","2025TNSTR4635....1O","","",""
"193122","AT 2025aede","10:13:00.813","-04:09:09.70","","","","","GOTO","GOTO","","GOTO","GOTO25kjx","GOTO-N - GOTO-2","","1","1","","19.45","L-GOTO","2025-11-18 04:57:56.160","GOTO_bot","","","2025TNSTR4635....1O","","",""
"193121","AT 2025aedd","08:15:59.638","-14:52:43.83","","","","","GOTO","GOTO","","GOTO","GOTO25kjk","GOTO-N - GOTO-1, GOTO-S - GOTO-3","","1","1","","19.43","L-GOTO","2025-11-18 04:24:30.816","GOTO_bot","","","2025TNSTR4635....1O","","",""
"193120","AT 2025aedc","04:44:13.037","+11:56:53.45","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25omz","ATLAS-CHL - ATLAS-04, ATLAS-TDO - ATLAS-05","","1","1","","19.062","wide-ATLAS","2025-11-16 00:53:20.256","ATLAS_Bot1","","","2025TNSTR4634....1T","","",""
"193119","AT 2025aedb","23:03:01.778","-00:50:38.72","","","","","GOTO","GOTO","","GOTO","GOTO25khs","GOTO-N - GOTO-2","","1","1","","18.52","L-GOTO","2025-11-17 19:48:08.640","GOTO_bot","","","2025TNSTR4635....1O","","",""
"193118","AT 2025aeda","07:10:41.415","+55:29:54.24","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25omw","ATLAS-TDO - ATLAS-05","","1","1","","19.774","wide-ATLAS","2025-11-18 02:25:47.136","ATLAS_Bot1","","","2025TNSTR4634....1T","","",""
"193117","AT 2025aecz","05:54:40.492","+72:50:08.40","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25omv","ATLAS-TDO - ATLAS-05","","1","1","","19.026","wide-ATLAS","2025-11-18 00:50:55.104","ATLAS_Bot1","","","2025TNSTR4634....1T","","",""
"193116","AT 2025aecy","07:03:55.892","-45:52:14.35","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25omu","ATLAS-CHL - ATLAS-04","","1","1","","19.369","cyan-ATLAS","2025-11-16 06:38:39.840","ATLAS_Bot1","","","2025TNSTR4634....1T","","",""
"193115","AT 2025aecx","09:48:19.834","+60:09:38.13","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25omt","ATLAS-TDO - ATLAS-05","","1","1","","19.871","wide-ATLAS","2025-11-18 03:24:55.584","ATLAS_Bot1","","","2025TNSTR4634....1T","","",""
"193114","AT 2025aecw","11:29:50.489","+67:40:21.64","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25oms","ATLAS-TDO - ATLAS-05","","1","1","","18.2","wide-ATLAS","2025-11-18 04:02:28.032","ATLAS_Bot1","","","2025TNSTR4634....1T","","",""
"193113","AT 2025aecv","12:27:19.932","+64:48:12.02","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25omp","ATLAS-TDO - ATLAS-05","","1","1","","17.589","wide-ATLAS","2025-11-18 04:49:35.904","ATLAS_Bot1","","","2025TNSTR4634....1T","","",""
"193112","AT 2025aecu","04:42:24.166","+01:00:01.58","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","19.48","Clear-","2025-11-17 23:24:36.288","LAST_Bot1","","","2025TNSTR4637....1O","","",""
"193111","AT 2025aect","07:35:36.350","+39:45:51.33","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","19.26","Clear-","2025-11-18 00:01:35.904","LAST_Bot1","","","2025TNSTR4637....1O","","",""
"193110","AT 2025aecs","00:13:04.447","+53:15:43.83","","","","","GOTO","GOTO","","GOTO","GOTO25kin","GOTO-N - GOTO-2","","1","1","","19.54","L-GOTO","2025-11-16 22:49:11.712","GOTO_bot","","","2025TNSTR4635....1O","","",""
"193109","AT 2025aecr","22:17:20.815","+12:32:55.28","","","","","GOTO","GOTO","","GOTO","GOTO25kil","GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","20.36","L-GOTO","2025-11-17 21:18:52.704","GOTO_bot","","","2025TNSTR4635....1O","","",""
"193108","AT 2025aecq","02:24:17.479","+20:58:47.67","","","","","GOTO","GOTO","","GOTO","GOTO25kij","GOTO-N - GOTO-1, GOTO-S - GOTO-4","","1","1","","19.97","L-GOTO","2025-11-10 12:39:14.400","GOTO_bot","","","2025TNSTR4635....1O","","",""
"193107","AT 2025aecp","02:37:28.640","-52:09:42.11","","","","","GOTO","GOTO","","GOTO","GOTO25khd","GOTO-S - GOTO-3","","1","1","","20.42","L-GOTO","2025-11-14 12:32:43.008","GOTO_bot","","","2025TNSTR4635....1O","","",""
"193106","AT 2025aeco","23:27:19.716","-24:05:08.33","","","","","GOTO","GOTO","","GOTO","GOTO25kdg","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","20.2","L-GOTO","2025-11-14 09:56:35.520","GOTO_bot","","","2025TNSTR4635....1O","","",""
"193105","AT 2025aecn","03:30:25.387","-53:52:03.25","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS, GOTO","GOTO25kic","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.92","L-GOTO","2025-11-12 16:21:10.368","GOTO_bot","","","2025TNSTR4635....1O","","",""
"193104","AT 2025aecm","22:33:05.624","+03:09:48.48","","","","","GOTO","GOTO","","GOTO","GOTO25khu","GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","20.38","L-GOTO","2025-11-14 20:32:41.856","GOTO_bot","","","2025TNSTR4616....1O","","",""
"193103","AT 2025aecl","22:40:11.421","-17:09:18.72","","","","","GOTO","GOTO","","GOTO","GOTO25jzq","GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","19.83","L-GOTO","2025-11-08 20:50:21.984","GOTO_bot","","","2025TNSTR4616....1O","","",""
"193102","AT 2025aeck","23:13:53.965","-20:27:38.11","","","","","GOTO","GOTO","","GOTO","GOTO25kau","GOTO-S - GOTO-4","","1","1","","20.12","L-GOTO","2025-11-14 12:30:42.912","GOTO_bot","","","2025TNSTR4614....1K","","",""
"193101","AT 2025aecj","22:49:28.092","-14:00:51.07","","","","","GOTO","GOTO","","GOTO","GOTO25kii","GOTO-N - GOTO-2, GOTO-S - GOTO-3","","1","1","","20.26","L-GOTO","2025-11-14 21:30:46.368","GOTO_bot","","","2025TNSTR4616....1O","","",""
"193100","AT 2025aeci","06:13:43.394","-20:32:48.21","","","","","GOTO","GOTO","","GOTO","GOTO25kif","GOTO-S - GOTO-3","","1","1","","19.62","L-GOTO","2025-11-11 15:06:13.248","GOTO_bot","","","2025TNSTR4616....1O","","",""
"193099","AT 2025aech","09:14:14.630","-06:57:57.03","","","","","GOTO","GOTO","","GOTO","GOTO25kie","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","19.97","L-GOTO","2025-11-17 16:33:42.048","GOTO_bot","","","2025TNSTR4616....1O","","",""
"193098","AT 2025aecg","23:38:52.090","-10:36:54.68","","","","","GOTO","GOTO","","GOTO","GOTO25kht","GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","20.5","L-GOTO","2025-11-16 20:02:24.000","GOTO_bot","","","2025TNSTR4616....1O","","",""
"193097","AT 2025aecf","22:24:20.542","+10:12:28.38","","","","","GOTO","GOTO","","GOTO","GOTO25khw","GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","19.91","L-GOTO","2025-11-17 21:02:31.200","GOTO_bot","","","2025TNSTR4616....1O","","",""
"193096","AT 2025aece","22:22:42.206","+14:59:01.38","","","","","GOTO","GOTO","","GOTO","GOTO25khq","GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","19.42","L-GOTO","2025-11-17 21:18:52.704","GOTO_bot","","","2025TNSTR4616....1O","","",""
"193095","AT 2025aecd","01:48:59.604","+18:54:34.17","","","","","LAST, GOTO","LAST, GOTO","","GOTO, LAST","","GOTO-N - GOTO-1, LAST - LAST-Cam","","1","1","","20.06","Clear-","2025-11-17 19:11:02.976","LAST_Bot1","","","2025TNSTR4620....1K","","",""
"193094","AT 2025aecc","00:47:22.183","+22:00:14.29","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","20.2","Clear-","2025-11-17 19:07:52.896","LAST_Bot1","","","2025TNSTR4620....1K","","",""
"193093","AT 2025aecb","00:09:44.933","+05:31:05.79","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","19.63","Clear-","2025-11-17 18:30:28.224","LAST_Bot1","","","2025TNSTR4619....1O","","",""
"193092","AT 2025aeca","04:30:49.909","-13:19:50.24","","","","","YSE","Pan-STARRS","","Pan-STARRS","PS25ikg","PS1 - GPC1","","1","1","","21.19","g-P1","2025-11-16 10:04:26.400","YSE_Bot1","","","2025TNSTR4625....1J","","",""
"193091","AT 2025aebz","00:57:39.505","+01:51:32.83","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","19.63","Clear-","2025-11-17 18:00:50.976","LAST_Bot1","","","2025TNSTR4619....1O","","",""
"193090","AT 2025aeby","01:05:02.558","+03:53:24.36","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","20.09","Clear-","2025-11-17 16:50:55.392","LAST_Bot1","","","2025TNSTR4619....1O","","",""
"193089","AT 2025aebx","01:14:05.313","+09:11:17.10","","","","","LAST","LAST","","LAST","","LAST - LAST-Cam","","1","1","","19.66","Clear-","2025-11-17 17:10:21.792","LAST_Bot1","","","2025TNSTR4620....1K","","",""
"193088","AT 2025aebw","08:05:04.192","+33:55:01.78","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25omk","ATLAS-HKO - ATLAS-02","","1","1","","19.557","cyan-ATLAS","2025-11-17 12:50:55.968","ATLAS_Bot1","","","2025TNSTR4613....1T","","",""
"193087","AT 2025aebv","12:36:14.723","+16:32:56.51","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS, GOTO","ATLAS25omj","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","18.429","cyan-ATLAS","2025-11-16 15:09:08.640","ATLAS_Bot1","","","2025TNSTR4613....1T","","",""
"193086","AT 2025aebu","09:00:41.592","+33:26:28.33","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25omi","ATLAS-HKO - ATLAS-02","","1","1","","19.254","cyan-ATLAS","2025-11-17 13:27:51.264","ATLAS_Bot1","","","2025TNSTR4613....1T","","",""
"193085","AT 2025aebt","07:09:18.719","+20:38:20.00","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25omh","ATLAS-HKO - ATLAS-02","","1","1","","19.173","cyan-ATLAS","2025-11-17 12:06:48.672","ATLAS_Bot1","","","2025TNSTR4613....1T","","",""
"193084","AT 2025aebs","23:36:40.710","-33:00:59.79","","","","","GOTO","GOTO","","GOTO","GOTO25khc","GOTO-S - GOTO-4","","1","1","","20.27","L-GOTO","2025-11-17 10:21:48.384","GOTO_bot","","","2025TNSTR4616....1O","","",""
"193083","AT 2025aebr","01:18:21.671","-55:24:47.96","","","","","GOTO","GOTO","","GOTO","GOTO25khb","GOTO-S - GOTO-4","","1","1","","20.17","L-GOTO","2025-11-16 11:59:31.488","GOTO_bot","","","2025TNSTR4616....1O","","",""
"193082","AT 2025aebq","11:29:15.070","+36:38:37.56","","","","","WFST","WFST","","WFST","WFST-GW251113aekrd","WFST - WFST-WFC","","1","1","","21.36","r-WFST","2025-11-13 22:35:02.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193081","AT 2025aebp","10:37:03.155","+23:11:46.99","","","","","WFST, Pan-STARRS","WFST, Pan-STARRS","","Pan-STARRS, WFST","WFST-GW251113xrxq","PS2 - GPC2, WFST - WFST-WFC","","1","1","","21.49","r-WFST","2025-11-13 22:13:26.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193080","AT 2025aebo","10:46:55.230","+32:06:16.71","","","","","WFST","WFST","","WFST","WFST-GW251113hxos","WFST - WFST-WFC","","1","1","","21.4","g-WFST","2025-11-13 20:29:45.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"193079","AT 2025aebn","12:09:52.476","+57:34:21.51","","","","","WFST, GOTO","WFST, GOTO","","GOTO, WFST","WFST-GW251113bgb","GOTO-N - GOTO-1, GOTO-N - GOTO-2, WFST - WFST-WFC","","1","1","","21.35","g-WFST","2025-11-13 19:52:19.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193078","AT 2025aebm","11:58:55.580","+53:21:18.44","","","","","WFST","WFST","","WFST","WFST-GW251112aiqzk","WFST - WFST-WFC","","1","1","","20.67","r-WFST","2025-11-12 22:29:16.800","WFST_SN","","","2025TNSTR4623....1X","","",""
"193077","AT 2025aebl","10:09:25.300","+18:12:09.11","","","","","WFST","WFST","","WFST","WFST-GW251113uiai","WFST - WFST-WFC","","1","1","","21.43","r-WFST","2025-11-13 22:06:14.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193076","AT 2025aebk","10:26:01.020","+24:55:39.67","","","","","WFST","WFST","","WFST","WFST-GW251113meoc","WFST - WFST-WFC","","1","1","","21.83","g-WFST","2025-11-13 20:42:43.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193075","AT 2025aebj","11:20:33.790","+39:16:48.48","","","","","WFST","WFST","","WFST","WFST-GW251113afrjf","WFST - WFST-WFC","","1","1","","21.75","r-WFST","2025-11-13 22:39:21.600","WFST_SN","","","2025TNSTR4623....1X","","",""
