ep_name,oid,o_ra,o_dec,separation (arcsec),firstmjd,dt,link,ep_link,fxt_name,pipeline
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,2.2668993793711367,61025.15415510023,17.737349544673634,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/957936,EPF_J002356.9-142521,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,2.4118741966259427,61025.15415510023,14.403993063191592,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/961751,EPF_J002356.8-142520,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,2.4474883492769424,61025.15415510023,26.183796303936106,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/945408,EPF_J002357.3-142527,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,2.765734663535118,61025.15415510023,14.355729174305452,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/961804,EPF_J002357.0-142521,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,2.772877451108783,61025.15415510023,2.113541674305452,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/980728,EPF_J002356.7-142525,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,3.1194813310534055,61025.15415510023,2.1009027854161104,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/980758,EPF_J002357.0-142524,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,3.5396094421623907,61025.15415510023,19.071018526155967,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/955892,EPF_J002357.1-142525,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,4.420933792192406,61025.15415510023,22.015625007639755,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/951794,EPF_J002356.6-142521,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,4.420933792192406,61025.15415510023,25.622407415045018,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/946600,EPF_J002357.5-142525,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,4.7649246482267085,61025.15415510023,14.44464121133933,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/961638,EPF_J002357.1-142519,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,4.892463654278467,61025.15415510023,14.4189004705986,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/961696,EPF_J002356.8-142529,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,5.068766678686686,61025.15415510023,-1.999282399767253,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/987062,EPF_J002357.2-142524,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,5.094001373943467,61025.15415510023,17.445613433563267,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/958043,EPF_J002356.5-142526,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,5.537049394677983,61025.15415510023,10.97861111874954,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/965398,EPF_J002357.0-142522,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,5.605123890991051,61025.15415510023,15.604768526158296,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/960875,EPF_J002356.5-142530,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,6.260487606718899,61025.15415510023,15.589583340974059,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/961019,EPF_J002356.7-142528,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,7.099711426725938,61025.15415510023,22.002662044673343,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/951908,EPF_J002357.3-142524,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,7.34583897900798,61025.15415510023,14.462199081710423,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/961550,EPF_J002357.1-142529,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,7.558563779029749,61025.15415510023,17.43092593356414,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/958112,EPF_J002356.3-142525,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,7.564426618120537,61025.15415510023,18.626574081710714,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/956907,EPF_J002356.3-142520,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,8.101919754818473,61025.15415510023,18.611770840972895,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/956945,EPF_J002356.9-142531,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,8.173098138906205,61025.15415510023,14.12715278541873,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/962053,EPF_J002357.4-142526,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,8.641217777616857,61025.15415510023,17.709918989115977,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/957975,EPF_J002356.7-142515,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,8.696127996759754,61025.15415510023,15.710092600231292,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/960692,EPF_J002356.2-142527,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,8.696127996759754,61025.15415510023,15.731238433560065,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/960653,EPF_J002357.4-142523,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,10.759707283235517,61025.15415510023,-1.9823032331041759,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/986930,EPF_J002358.2-142525,FXT-ZTF
AT2022upj,ZTF22abegjtx,5.9868058,-14.423000949999999,10.759707283235517,61025.15415510023,2.1832523224511533,https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/980516,EPF_J002357.4-142530,FXT-ZTF
CD-28 1030,ZTF25abtskoz,47.335584968839235,-27.94172623,10.048868887321756,60935.417627300136,28.563692114948935,https://alerce.online/object/ZTF25abtskoz,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/798825,EPF_J030921.1-275638,FXT-ZTF
DES14C1kia,ZTF18acuavde,54.02303012,-26.6076938,0.4194165977067987,60930.460243099835,15.232025507240905,https://lasair-ztf.lsst.ac.uk/objects/ZTF18acuavde,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/808914,EPF_J033605.5-263619,FXT-ZTF
DES14C1kia,ZTF18acuavde,54.02303012,-26.6076938,2.4272555889377254,60930.460243099835,10.323344951684703,https://lasair-ztf.lsst.ac.uk/objects/ZTF18acuavde,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/817320,EPF_J033605.6-263624,FXT-ZTF
DES14C1kia,ZTF18acuavde,54.02303012,-26.6076938,4.831659244171682,60930.460243099835,10.154490785018425,https://lasair-ztf.lsst.ac.uk/objects/ZTF18acuavde,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/817819,EPF_J033605.7-263624,FXT-ZTF
DES14C1kia,ZTF18acuavde,54.02303012,-26.6076938,5.423186614281451,60930.460243099835,9.190706062800018,https://lasair-ztf.lsst.ac.uk/objects/ZTF18acuavde,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/819586,EPF_J033605.5-263628,FXT-ZTF
EP240801a,SN 2024aihh,345.16257916666666,32.59366666666667,2.9722774309020172,60523.46270833333,-5.676805555558531,https://www.wis-tns.org/object/2024aihh,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/248026,EPF_J230038.8+323537,FXT-TNS
EP240801a,SN 2024aihh,345.16257916666666,32.59366666666667,3.1414516064630584,60523.46270833333,-1.9140393518537167,https://www.wis-tns.org/object/2024aihh,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/240884,EPF_J230039.0+323534,FXT-TNS
EP240801a,SN 2024aihh,345.16257916666666,32.59366666666667,4.046582588420364,60523.46270833333,-2.7389699074046803,https://www.wis-tns.org/object/2024aihh,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/241627,EPF_J230039.1+323535,FXT-TNS
EP240801a,SN 2024aihh,345.16257916666666,32.59366666666667,4.566317604226066,60523.46270833333,-2.1089814814840793,https://www.wis-tns.org/object/2024aihh,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/241249,EPF_J230039.0+323532,FXT-TNS
EP240801a,SN 2024aihh,345.16257916666666,32.59366666666667,5.511254322577217,60523.46270833333,-1.9415740740732872,https://www.wis-tns.org/object/2024aihh,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/240965,EPF_J230039.1+323532,FXT-TNS
EP240801a,SN 2024aihh,345.16257916666666,32.59366666666667,6.662661532759223,60523.46270833333,-6.940474537041155,https://www.wis-tns.org/object/2024aihh,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/249854,EPF_J230038.4+323536,FXT-TNS
EP240801a,SN 2024aihh,345.16257916666666,32.59366666666667,6.7400408897550035,60523.46270833333,-7.058275462964957,https://www.wis-tns.org/object/2024aihh,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/250127,EPF_J230038.5+323536,FXT-TNS
EP240801a,SN 2024aihh,345.16257916666666,32.59366666666667,7.913290389402741,60523.46270833333,-2.9123263888905058,https://www.wis-tns.org/object/2024aihh,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/241859,EPF_J230039.2+323533,FXT-TNS
EP240801a,SN 2024aihh,345.16257916666666,32.59366666666667,8.555021463474086,60523.46270833333,-8.914212962961756,https://www.wis-tns.org/object/2024aihh,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/250730,EPF_J230039.5+323532,FXT-TNS
EP240801a,SN 2024aihh,345.16257916666666,32.59366666666667,10.423788131719483,60523.46270833333,-6.739513888889633,https://www.wis-tns.org/object/2024aihh,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/249364,EPF_J230038.9+323534,FXT-TNS
EP240801a,SN 2024aihh,345.16257916666666,32.59366666666667,10.465560627167896,60523.46270833333,-6.919432870374294,https://www.wis-tns.org/object/2024aihh,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/249820,EPF_J230038.3+323532,FXT-TNS
EP240801a,SN 2024aihh,345.16257916666666,32.59366666666667,116.44078306018233,60523.46270833333,0.3636689814811689,https://www.wis-tns.org/object/2024aihh,https://ep.bao.ac.cn/ep/data_center/stp_source_detail/220968/known,None,WXT-TNS
EP250919a,AT2025xzd,298.553417,-48.837917,15.809954730118177,60937.06243,-0.030139444,https://www.wis-tns.org/object/2025xzd,https://ep.bao.ac.cn/ep/data_center/stp_source_detail/431982/known,None,WXT-TNS
EP251020a,AT 2025adgo,74.2766875,-11.72803888888889,0.37884729620642266,60991.28392,0.40949870370241115,https://www.wis-tns.org/object/2025adgo,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/938762,EPF_J045706.4-114341,FXT-TNS
EP251020a,AT 2025adgo,74.2766875,-11.72803888888889,0.37884729620642266,60991.28392,0.5493366666705697,https://www.wis-tns.org/object/2025adgo,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/938741,EPF_J045706.4-114340,FXT-TNS
EP251020a,AT 2025adgo,74.2766875,-11.72803888888889,1.4545176240689413,60991.28392,-3.2837651851805276,https://www.wis-tns.org/object/2025adgo,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/940865,EPF_J045706.3-114342,FXT-TNS
EP251020a,AT 2025adgo,74.2766875,-11.72803888888889,2.1505350725326022,60991.28392,0.7994987037018291,https://www.wis-tns.org/object/2025adgo,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/938326,EPF_J045706.4-114342,FXT-TNS
EP251020a,AT 2025adgo,74.2766875,-11.72803888888889,2.5153509381219816,60991.28392,-5.513244351852336,https://www.wis-tns.org/object/2025adgo,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/942618,EPF_J045706.5-114340,FXT-TNS
EP251020a,AT 2025adgo,74.2766875,-11.72803888888889,2.521068832170987,60991.28392,-5.522017499999492,https://www.wis-tns.org/object/2025adgo,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/942658,EPF_J045706.6-114341,FXT-TNS
EP251020a,AT 2025adgo,74.2766875,-11.72803888888889,82.81467242571459,60991.28392,23.04834129630035,https://www.wis-tns.org/object/2025adgo,https://ep.bao.ac.cn/ep/data_center/stp_source_detail/468452/known,None,WXT-TNS
EP251020a,AT2025adgo,74.276687580598,-11.728039692194,0.3774076385542017,60991.28392,0.40949870370241115,https://www.wis-tns.org/object/2025adgo,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/938762,EPF_J045706.4-114341,FXT-TNS
EP251020a,AT2025adgo,74.276687580598,-11.728039692194,0.3774076385542017,60991.28392,0.5493366666705697,https://www.wis-tns.org/object/2025adgo,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/938741,EPF_J045706.4-114340,FXT-TNS
EP251020a,AT2025adgo,74.276687580598,-11.728039692194,1.4557808676992643,60991.28392,-3.2837651851805276,https://www.wis-tns.org/object/2025adgo,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/940865,EPF_J045706.3-114342,FXT-TNS
EP251020a,AT2025adgo,74.276687580598,-11.728039692194,2.1500305956901475,60991.28392,0.7994987037018291,https://www.wis-tns.org/object/2025adgo,https://ep.bao.ac.cn/ep/data_center/fxt_src_detail/938326,EPF_J045706.4-114342,FXT-TNS
